question_id,reasons,stem
q009803-587f3a79,chart_missing,"Find the ratio of total surface area of cylinder, cone and sphere."
q009804-3ebc1faa,chart_missing,By what percent the total surface area of cuboid is more or less than the lateral surface area of cube ?
q009805-58419048,fraction_flattened|chart_missing,"Average Investment made by all of them in Tamil Nadu is 10,000 Rs. and average profit earned by all of them from the same state is 6000 Rs. , then profit earned"
q009808-3e843729,fraction_flattened,If the speed of boat in still water on Saturday was 27 km/hr and 2 the speed of boat in still water on Wednesday was 66 3% more than that of Saturday and time t
q009809-f9893bdb,fraction_flattened,The speed of boat in still water on Saturday was 21 km/hr. and 4 that on Sunday was 28 7% more than that on Saturday and if the 1 time taken by boat to travel u
q009815-78fbd5ad,chart_missing,"If P and R worked on job B with they are assisted by Q every 3rd day ,then find the time taken by both of them to complete the job B together?"
q009843-0793d706,stem_truncated|text_garbled|option_bleed|chart_missing,"On Wednesday, all of them started the work together. After working for 2 minutes Gaurav left. All except Gaurav worked for another 3 minutes and then all left e"
q009906-59ae65d3,chart_missing,What is the ratio of percentage discount offered on wheat to the percentage discount offered on rice if shopkeeper gains 1330 Rs. on selling whole quantity of w
q009907-eca10cd3,fraction_flattened|text_garbled|option_bleed|chart_missing,What is the average of all quantities (in kg) sold by the shopkeeper if total profit in selling honey is Rs. 1800 and ratio of difference between list price and
q011008-462b5fd4,context_missing,Which of the following is the output of step 4 of the second statement of the given input?
q011010-309feaf9,context_missing,"Which of the following word determines the step 2 output of ""sr8"" in the given input?"
q011011-672377a8,option_bleed|context_missing,"Which of the following determines the step 3 output of ""kp% xq%"" in the given input?"
q011014-6659c880,fraction_flattened,How can the word ‘CONTINGENT SPECIES’ be coded as per the conditions?
q011018-e4108f79,option_duplicate,Quantity I: 9999 ÷ 99 × 73 + 251 = ? 3 Quantity II: √1225÷ √343 × 45% of 760 = ? (a) Quantity I > Quantity II (b) Quantity I < Quantity II (c) Quantity I ≥ Quan
q011023-3c58498f,context_missing,Which of the following element is third from the right end in step III?
q011024-1524e90a,context_missing,What is the sum of the highest number in step III and the lowest number in step II?
q011025-d00b9116,context_missing,Which of the following element is second from the left end and second from the right end respectively in step I?
q011030-f8d92616,option_bleed,Which of the following correctly represents B is the brother-in-law of F?
q011874-25368993,option_bleed,"Who is youngest among six family members G, H, I, J, K and L? (Each member is of different ages.)
I. G is the daughter-in-law of J, K is grandson of L, who is t"
q011893-c1a2be29,option_bleed,Which of the following words are coded as ‘Serious challenge has ended’ ?
q011902-8878031f,fraction_flattened,What is the code for ‘supported'?
q011903-1a4ffa4c,fraction_flattened,What is the code for ‘Baking Powder'?
q012295-3831ea99,option_duplicate,Which statement negates the Italian car maker confidence?
q012299-07c088cc,option_duplicate,Four of the following five are alike in a certain way and hence form a group. Which of the following does not belong to that group?
q012305-dc48a195,context_missing,"Read the following statements and answer the question. (I) Finally, the government has decided to sell off its sick industrial units, which have become a burden"
q012313-23733090,context_missing,Statement: Fair glow in one week otherwise money will be returned. This is Ayurveda cream and there is no side effect-Use ‘X’ brand cream. -An advertisement in 
q012328-3213782b,context_missing,"Statement: At least 80 people have been killed and over 350 wounded in a suicide car bombing in Kabul's diplomatic quarter this morning, a few hundred metres fr"
q012413-8c8985a5,option_bleed,Vessel A contains the mixture of milk and water. Find the quantity of milk in the initial solution. Statement (I): When we extract 25 liters of mixture from the
q012414-f3394bfc,option_bleed,The marked price of articles P is 33 ⅓% more than the marked price of Q. Article P is mark up by above its cost price and allowed 50% of a discount on article Q
q012415-f792f087,option_bleed,Find the sum of the ages of P and D two years ago. Statement (I): Present age of P is twice the present age of Q and the ratio of the present age of R and Q is 
q015314-7fe4c880,option_bleed,"A shopkeeper has 800 kg of sugar, a part of which he sells at 10% profit and remaining at 15% loss thus, he incurred overall loss of 5.625%. What would be the p"
q015329-01c0c158,option_bleed,Which of the following option can fill both the blanks?
q015342-90de7c5c,stem_truncated,A sold his motorbike at a profit of 20% to B who spent Rs. 800 for repairing it and then sold it to C at profit of Rs. 1550 for Rs. 7750. Find the cost price of
q015344-0c4ba126,stem_truncated,Present ages of A and B are in the ratio 4:3 respectively. After 12 years the ratio of their ages becomes 6:5. Find the age of C who is 20 years elder than B? A
q015607-bcc88730,fraction_flattened|option_bleed,The number of plain books sold by store A and store B was 30% and 40% respectively then find number of lined books sold by store A and store B together is what 
q015608-8fa891d5,text_garbled|option_bleed,Average of total books sold by stores B and C together is how much more than total unsold books of stores A. Ö
q015609-6053348f,option_bleed,Ratio of sold plain and lined books for store C is 5 : 4 and for store B is 3 : 2. Then find the total plain books sold by these two stores together ? Ö
q015610-47b0e3b2,text_garbled|option_bleed,Unsold books of store A is approximately is what percent more or less than total unsold books of store B and C together. Ö
