question_id,reasons,stem
q002500-788fd0ca,chart_missing,Total Items purchased on Thursday and Friday together of store A is what percentage of total items purchased on Wednesday and Thursday together of store B ?
q002501-a9e42243,chart_missing,"If total items purchased from store A and Store B on Saturday are 20% more and 30% more respectively than the total items sold by store A and B on Wednesday, th"
q002516-e3f914c6,fraction_flattened,"If no. of defective article manufactured by firm P 10 and R are 30% and 30 13 % respectively of total no. of article manufactured by each of these firm, then fi"
q002555-4caf3c4c,chart_missing,Find the difference between the number of total students from all the schools in 2011 and 2013 together and the total number of students from all the schools in
q002556-8e738d8d,chart_missing,What is the ratio of the no. of students who have opted for engg. in college R to that of those who have opted for same stream in college P?
q002558-28e4bc08,chart_missing,"If buses sold by company – B and company – E in 2016 are 75% and 80% respectively, then find ratio of buses sold by company – B & E together in 2016 to unsold b"
q002565-2fa3be79,chart_missing,If total cost of Tea is Rs. 5000 and that of wheat is Rs.
q002566-e21340da,chart_missing,One kg of rice and one kg of sugar is purchased in Rs
q002572-351549f9,chart_missing,Find the total number of items purchased by males from store B on all the given days together?
q002573-712a8550,chart_missing,Find the difference between total no. of distributors of magazines sold by companies P and Q together to the total no. of distributors of magazines sold by comp
q002577-81c27094,fraction_flattened|chart_missing,"If no. of defective article manufactured by firm P and R are 30% and 30 10 13 % respectively of total no. of article manufactured by each of these firm, then fi"
q002578-b9a5983d,chart_missing,What is the ratio of non-defective article manufactured by firm Q and R together to that of P and S together?
q002582-bdb887f1,chart_missing,If Karan had invested same sum at compound interest at same rate of interest for same period. How much more would he earn?
q002583-eebe40ae,chart_missing,"Total marks scored by Aakash, Siddharth and Lokesh in English is what percentage of the total marks scored by Amit, Aakash and lokesh in maths?"
q002585-7c6a5ffb,chart_missing,What is ratio of watches manufactured by Timex & Sonata together to that by Fossil & Casio together?
q002586-72880424,chart_missing,Total students from engineering and pharmacy department together is approximately what percentage of the total students from MBBS and Fine arts dept?
q002587-b9c760fe,chart_missing,Find the ratio of total number of student from engineering and architecture department together to total students from the pharmacy and BSc department together?
q002630-ece87f83,fraction_flattened,3 27 % of 675 + 25 4 % of 184 = x
q002648-a75553fc,fraction_flattened,In vessel A 80% is milk and rest is water. Vessel B also contain same 1 mixture in which milk is 62 2% of total volume. 25l of mixture taken out from vessel A a
q002656-1bee5130,fraction_flattened,Wheat of x Rs./kg is mixed with wheat of y Rs./kg in the ratio 2 : 3. On 2 selling the mixture at 49 Rs./kg there is a gain of 16 3%. If the quantity in which t
q002659-10786d15,fraction_flattened,"Vessel A contains (X + 24) l of mixture of milk and water in the ratio of 7 : 8, while vessel B contains (X + 54) l of same mixture of milk and 1 water in the r"
q002665-f2c58af8,fraction_flattened,A shopkeeper has two types Wheat i.e Type A & Type B and cost price per kg of Type A wheat is 10 times of cost price per kg of type B wheat. Shopkeeper cheated 
q002666-b4aa531c,fraction_flattened,Two farmers A & B have mixture of urea & Potassium in the quantity 1 of 120 kg and 80 kg respectively. The mixture of farmer A has 37 2 % potassium and the mixt
q002667-9f298a26,fraction_flattened,"Vessel A, B and C contains mixture of milk and water. Ratio of the quantity of A, B and C is 25 : 20 : 18 respectively. In vessel A milk to water ratio is 2 : 3"
q002668-f455ac41,fraction_flattened,"There are three fruit sellers Ramesh, Suresh and Vikash, all of them have a mixture of two types of apple. Ramesh has (x+18) kg of apple, Suresh has 12 kg of ap"
q002678-120a3281,fraction_flattened,"Satish, Veer and Neeraj entered into a business by investing in the ratio of 4 : 6 : 3. After two years, Satish and Veer withdrew 25% and 1 33 3 % of their resp"
q002679-6e4743c6,fraction_flattened,"A, B and C enter into a partnership and invested some amount. After 1 one year A double its investment, B increase its investment by 33 3 % and C increase its i"
q002681-0c75f48f,fraction_flattened,"A, B and C entered into a partnership business, A invested Rs. x, B invested 25% more than A and C invested 20% more than B for first 6 months. After that A lef"
q002701-82fe388f,fraction_flattened,"Initially shopkeeper have 20 articles. Out of 20, 7 articles damaged and remains unsold. Marked Price should he labeled by how much percent more than cost price"
q002703-881aefc0,fraction_flattened,"A shopkeeper raised the marked price of an article by 60% and allow 1 2 three successive discounts of 12 2 %, 14 7 % and 20% on new MP and make a profit of 20%."
q002711-a5a6bbe5,fraction_flattened,"There are three societies A, B and C. Ratio of total population of A, B and C is 2 : 3 : 5. In society A, 35% of total population is female. In 2 society B, num"
q002713-643c2808,fraction_flattened,A shopkeeper gives a discount of 19% on marked price of article A 1 and selling price of article B is 11 9 % more than selling price at article A. If shopkeeper
q002714-f037b660,fraction_flattened,"A man purchased fourteen type A mobile, twenty type B mobile and fifteen type C mobile in sale. If store owner made a total profit of Rs. 17500 on all type A mo"
q002723-43a166b7,fraction_flattened,"In a village 60% are males in which 6 3 % males are above 60 years, in 2 remaining 14 7 % males are below 18 years, out of remaining 1 62 2 % are above 18 years"
q002726-b3f7d38b,fraction_flattened,"In a store marked price of a shirt is 33 jeans. There are two discounts schemes A & B. In Scheme A, if someone buy one jean and one shirt together, then store g"
q002728-f69b01fe,fraction_flattened,Veer Invested X Rs. in SBI at the rate of 18% for 2 year and obtained a total simple interest of 6750 Rs. If he invested 2250 Rs. more for same 2 2 period time 
q002734-05f67131,fraction_flattened,"Satish borrowed Rs. 24000 from a SBI at the rate of 12 2 % compounded annually. If at the end of 1st, 2nd and 3rd year, he paid Rs. 7000, Rs. 6500 and Rs. 8000 "
q002739-eb982c98,fraction_flattened,Aman invest Rs. (x – 2000) in scheme ‘P’ which offers 20% CI pa while Rs. (x + 2000) in scheme ‘Q’ which offers 8% SI pa. After 2 year difference between intere
q002741-baf23c74,fraction_flattened,Raghv invested Rs. 8400 and Rs. 9600 at the rate of R% and (R + 5)% respectively on simple interest for two years and gets total interest of Rs. 6360. If Raghv 
q002747-024d52ba,fraction_flattened,Shikha and Sameer have equal amount. Shikha invested on C.I. for two 2 years at the rate of 10% p.a. and Sameer invested 66 3 % of amount at the rate of R% p.a.
q002801-939bd4b3,fraction_flattened,"Speed of a car is 9 m/s and speed of bus is 14 7 % less to speed of car, bus and car covered different distance in different interval of time and the sum of the"
q002802-fa2a1711,fraction_flattened,Two trains running in opposite directions cross each other in 3 sec. Longer train cross shorter train in 60 sec when both train running in same direction. If le
q002807-4189ce8c,fraction_flattened,"Two athletes ‘A’ and ‘B’ practice running on 800 meters’ track. If they start running at their usual speeds, in same direction, at same time, from same point, f"
q002819-f089efae,fraction_flattened|option_bleed,"Speeds of three motor boats A, B and C are equal and all cover 8 km of distance upstream in 48 minutes. Ratio between speed of motor boats and speed of stream i"
q002831-a5dcd14b,fraction_flattened,Sum of circumference of a circle and perimeter of a rectangle is 220 1 cm while area of circle is 1386 sq. cm. If length of rectangle is 33 3 % more than radius
q002838-6f26cc44,fraction_flattened,Volume of cone is what percent of the volume of sphere if radius of cone is equal to that of cylinder
