question_id,reasons,stem
q008848-ea098875,fraction_flattened|chart_missing,Saket invested an amount (P) in A at SI and Saahil an amount of Q in B at SI and earn interest in ratio of 5 : 4. Which one of the following is false statement?
q008851-af8ee682,fraction_flattened|chart_missing,If total population of village Q and village R together in year 2000 is 25% more than the total population of village P in year 2000. And ratio of total populat
q008854-58c96322,chart_missing,"If female teachers of school Vasant valley are 17% of total strength of school, then what is the ratio of teachers to students in that school ?"
q008855-625c0f0d,fraction_flattened|chart_missing,The female students of Pathways school are 15 9 % more than male teachers of school Vasant valley while ratio of male to female students of Pathways school is 1
q008856-5a524dd8,chart_missing,"If strength of all school is same, then find the number of non- teaching staff of school DAV."
q008857-6e2af951,chart_missing,"If total strength and number of students of schools Woodstock and DPS are same, then teachers of DPS are what percent less than students of Woodstock ?"
q008862-b5708599,chart_missing,"Find the ratio of population of literate male in city C to illiterate female in city E if illiterate female in city C is 14,000 and literate male in city E is 8"
q008865-b9dc19fc,fraction_flattened,If shopkeeper mixes 5 kg of impurity free of cost in Wheat then his total profit increases by what percent. 2
q008881-f7105175,chart_missing,"What is the difference between the average sells (in kg) of Freesia, Marigold and Roses in February, June and May respectively and the average sells of Jasmine "
q008885-a0c08cba,fraction_flattened|chart_missing,"What is the ratio of total women from cities D, B and E to the total men from remaining cities?"
q008888-212b5c4b,chart_missing,No of females in C is what percent more or less than no of females from E?
q008890-63454b61,chart_missing,What is percentage increase of marks taken by A from Monday to Friday? (Rounded off to two decimal points)
q008892-4c8335c6,chart_missing,If on Saturday there is an increase of 20% marks as compared to Monday and 15% marks as compared to Tuesday of B and C respectively. Then find the total marks t
q008894-47c4478c,chart_missing,Total marks taken by the students on Wednesday is approximately what percentage more/less than the total marks taken by all of the students on Monday ?
q008897-fe328a56,fraction_flattened,By what percent number of schools in Karnataka should be decreased so that number of students per school in Karnataka becomes equal to number of students per sc
q008900-a7f23864,chart_missing,If the ratio of boys and girls in college P for commerce student is 2 : 5 and the commerce student are 40% more than arts student. Then find the difference of b
q008901-7cc99331,chart_missing,If the total engineering student in college T is 360 and student in arts are 25% more then the student in commerce and engineering student in college S is 630. 
q008902-5cf29500,chart_missing,If Engineering students in college P is 150 less than engineering student in college Q. Then total student in college S is what percent more or less than total 
q008904-c7537289,fraction_flattened|chart_missing,Suppose there is another college A in which engineering students are 2/5th of the engineering student of college P and arts student in 1 college A is 33 3 % mor
q008906-d2b6bdd7,chart_missing,What percent of runs are made by AB de Villiers by hitting fours and sixes if total fours and sixes hit by AB-de-Villiers is 60% more than that of total fours a
q008907-8eec7055,fraction_flattened|chart_missing,What is the difference in average of runs made by S. Dhawan and 4 AB de Villiers if average of AB de Villiers is 11 6 % less than average of Virat Kohli and num
q008908-a7bef5ec,chart_missing,What is the difference between the number of fours hit by Virat Kohli to the number of fours hit by AB-de-Villier if total four and sixes hit by AB-de-Villier i
q008909-3ed00a4a,chart_missing,What is the sum of percentage of runs made by G. Gambhir and Virat Kohli (except runs made by fours and sixes) if ratio of fours and sixes hit by G. Gambhir and
q008914-42a9b122,fraction_flattened,"Consider these all bills are for year 2016. If in year 2017 bill for 1 metro card, Cab and mobile phone are increased by 10%, 33 3% 100 and 11 % respectively th"
q008919-2f5e5b23,chart_missing,If 17 % of men from locality G are added to locality F then what will be the percentage of women in locality F (approximately).
q008925-e51d0433,chart_missing,Find ratio of workers employed in C and D together in 2001 and workers employed in A and F together in 1998.
q008926-7e175536,chart_missing,Total workers employed in unit C throughout years is what approximate percent more or less than the number of workers employed in unit E throughout the years.
q008927-69a93ce7,chart_missing,In 2000 average number of candidates employed by all the unit together.
q008928-00fbfa3f,chart_missing,Total number of workers employed by unit B in all the years is approximately what percent of total number of candidates employed in all units in year 2003.
q008934-de4d56e9,chart_missing,If total students registered in 1995 from college B were 25% more than total students registered in 1990. In 1990 there were 20% less female registered in colle
q008935-556533d1,chart_missing,Find the ratio between the total number of female registered from college C in 1995 and 2000 together to the total number of female registered from college A in
q008937-519324a1,chart_missing,Find the difference between the total number of students registered from college C in all of the given years to that of college B?
q008938-571c2b6b,chart_missing,Total female registered from college B in 2015 are what percent of the total female registered from the same college in 2010?
q008943-10d2475f,chart_missing,Find the number of total candidates who appeared for specialist officer in all the given cities.
q008945-ed7805e2,stem_truncated,Out of the number of qualified candidates in
q008946-7e6a06b3,stem_truncated,The number of appeared candidates in
q008947-c7aae091,stem_too_short,If 65% candidates in
q008948-b3e6b4d6,stem_truncated,If number of appeared candidates in 2006 in
q008951-ebb13ab6,fraction_flattened|chart_missing,Laptop sold by company P in January is how much % less than the laptop sold by company Q in April? 3
q008952-a8080686,fraction_flattened|chart_missing,Find out the no. of laptops manufactured by company Q in March if no. of laptops sold by company Q in March is equal to no. of laptops sold by company P in Janu
q008953-e0327c30,fraction_flattened|chart_missing,What is the ratio between no. of laptop sold by company P and Q together in February to no. of laptop sold by company P and Q together in Jan if laptop manufact
q008959-45630d79,fraction_flattened|chart_missing,Male employees of all of the companies are how much more than the female employees of all of the companies together?
q008962-3518d48d,chart_missing,Which of the following has witnessed a growth across all the years?
q008973-f9a9df67,chart_missing,Strike-rate of Amir is what percent of the economy rate of Roch if Runs conceded by Amir is 150% more than runs conceded by Bond? (use information from previous
q008975-926ae34a,fraction_flattened|chart_missing,"If books sold by company X in Feb is equal to books sold by company Y in May. Then, what is total no. of books sold by company X & Y in the month of Feb?"
q008977-99741f1f,fraction_flattened|option_bleed|chart_missing,What is the average of males from all the villages taken together? 29500
q008983-79868c8e,fraction_flattened,"In 2005, the total no. of students increased by 72 to 2004, and the ratio of boys to girls becomes 9 : 10, then find the no. of girls playing football in 2005 i"
q008990-74ca387a,fraction_flattened,Number of people from China who attended 2 summits are 1 11 9 % more than the number of people from the same country who attended 4 summits then no. of people f
q008992-54e919e2,fraction_flattened|option_duplicate,"If the difference between number of people from China who attended 3 summits and people who attended 5 summits is 2400, and the total people from Russia in thes"
q008997-a18efd50,chart_missing,What is the ratio of total expenditure on Food and House Rent together to the total expenditure on Education and transport together.
q009000-49bd69e1,chart_missing,What will be the average of expenditure on all thing except Transport and Healthcare.
q009001-46e8b772,chart_missing,"If in the year 2017, there is 60% increase in the total number of members enrolled in 2016 in both Projects, then find the total number of members enrolled in 2"
q009002-193e25f6,chart_missing,The ratio of the total number of members of both project in 2013 to the total number of members in 2016 of both project.
q009003-c30d5b79,chart_missing,The number of members of Project A in 2013 is what per cent of the number of members of project B in 2016 ?
q009004-4d7679dd,option_bleed|chart_missing,The number of members enrolled in Project A from 2013 to 2016 together is what per cent more than the number of members enrolled in Project B in 2015 and 2016 t
q009005-55856924,chart_missing,The total number of members enrolled in project B in 2015 and 2016 together is what per cent more or less than the number of members enrolled in project A in 20
q009009-3c0b434e,option_bleed,If the selling price per Kg of wheat and rice are in the ratio 3 : 5 (in Rs) in 2015 for shopkeeper A and selling price of wheat increases by 25% next year then
q009010-0916e299,chart_missing,"Profit of company A in 2006 is equal to the profit of company B in 2011, if expenditure of company B in 2011 is 64% of the income of B then find out the profit "
q009011-6c25ef6a,fraction_flattened|option_bleed|chart_missing,"What is the average of the expenditure of the company C, B and A 1 in 2008 if they earn a profit of 33 3 %, 50% and 100% respectively."
q009012-fc250579,chart_missing,What is the difference between the total income of the B and total income of C throughout the six years.
q009013-04e2551c,fraction_flattened|option_bleed|chart_missing,Total number of students playing Carrom and Hockey together from school P is what percent of the total number of students playing these two games together from 
q009014-d837d437,chart_missing,"If out of the students playing Cricket from schools Q, S and T 40%, 35% and 45% respectively got selected for state level competition, what was the total number"
q009015-ec57886d,chart_missing,Total number of students playing Hockey from all schools together is approximately what percent of the total number of students playing Cricket from all schools
q009016-52e157f4,chart_missing,"From school P, out of the students playing Carrom, 40% got selected for State level competition. Out of which 25% further got selected for National level compet"
q009017-d9735f90,fraction_flattened|chart_missing,If the total number of students in college B are 4600 and the number of students in college C are 5 of students in college B then find the ratio of the students
q009020-9d2cbd60,fraction_flattened|chart_missing,Average number of student from college A and college E are 1240 and the ratio of the number of students from college A and college E are 3 : 2. Then number of s
q009021-d7940477,chart_missing,If the ratio on Charity in the year 2013 and 2015 are in the ratio 7 : 5. Then what is the ratio of personal expenses in the year 2015 to 2013 ?
q009022-47c7713f,chart_missing,"If every year their is a increase of 50% in monthly salary as compared to previous year’s monthly salary from year 2012, then what is the ratio of saving in 201"
q009023-c1b7837c,fraction_flattened|option_bleed|chart_missing,If the total salary in 2011 is 13 lakh and the total salary in 2013 is 10 30 13 % more than that of 2011 the find the average of the personal expenses and savin
q009026-c72bc153,option_bleed|chart_missing,People buying chocolate flavor ice cream in year 2002 and 2003 together are approximately what percent more are less than people buying vanilla flavor ice-cream
q009028-9a750709,chart_missing,People buying vanilla flavor ice cream in 2003 are approximately what percent less than people buying all three flavors in 2005?
q009030-053d6b88,fraction_flattened|chart_missing,Average of people buying vanilla flavor in 2004 and 2006 together is X and if people buying chocolate flavor in 2007 are 100 11 %percent more than X. Find numbe
q009031-f48ce6ed,fraction_flattened|option_bleed|chart_missing,If 3 % of voters 2016 from village A are female then number of male votersin 2016from village A are what percent of male voters in village C in 2015 if female v
q009032-834142b9,chart_missing,If total number of female voters in 2016 from all villages together is 47.5% of total voters in 2014 from all villages together then what is the ratio of total 
q009033-81aa9969,chart_missing,What is the difference between total voters in 2015 from all villages together to the total voters in 2016 from all villages together.
q009034-1ec334da,fraction_flattened|option_bleed|chart_missing,"If 3 % of total votersin all the three years from village A left the village and number of votersin all the three years(i.e.) 2014, 2015 and 2016 who leave the "
q009038-6f73becd,fraction_flattened|option_bleed|chart_missing,"If in the month of August, sale of Dell laptop increases by 33 and sale of HP Laptop also increase by 33 previous month, then find the number of laptop sold in "
q009040-fea8b575,fraction_flattened|chart_missing,How much percentage increase in sale of number of laptops from July to Nov. ? 1
q009041-437eee9d,chart_missing,Which of the given precious stones experienced the highest percentage growth in its sales in any year over that of the previous year for the period 1996-97 to 1
q009042-601588b5,fraction_flattened|chart_missing,If in July there is an increase of 8 91 % in the production of car of company A with respect to that of in June and there is a decrease 47 of 13 81 % in the pro
q009043-20daa523,chart_missing,Find the ratio between the total production of cars of company A from Feb to Apr and the total production of cars of company B from Apr to June.
q009047-17eae461,fraction_flattened|chart_missing,What is difference between average production of cycle by all six firms in 2016 and 2017 ? 1
q009055-2413b2cf,chart_missing,"Find difference between average of sales recorded in Mobile phone, Ear phones and digital cameras together in 2010 and average of sales of Mobiles Phones, MP3 p"
q009059-e1ae3707,chart_missing,"In 2011, state A spent three-fourth of the allocated budget for girls education. From this amount, money spent for school education and higher education of girl"
q009060-4277644d,chart_missing,There is an increase of 13% in the budget allocation of state C in 2013 as compared to the average budget allocation from 2009 to 2012 for state C. Find increas
q009061-62e4f195,chart_missing,A total of Rs. 67 crore was spent on primary education in state B in 2008. This included 20% of the total allocated amount for 2008 for state B and the remainin
q009062-9a25b2c6,fraction_flattened|chart_missing,"The total number of athletes except from the China, who bagged medals is what per cent of the total number of athletes from those countries? 2"
q009063-9682dee1,chart_missing,"If the total number of medals bagged by USA in the previous ParaOlympics was less by 25% in comparison to the Rio ParaOlympics, then what was the total number o"
q009064-4816e199,chart_missing,The total number of athletes from the China who bagged medals is approximately what per cent of the total number of athletes from the China ?
q009065-3a216f2d,chart_missing,"If in USA each gold medalist received $ 180000, each silver medalist received $90000 and each bronze medalist received $45000 then what is the sum of the total "
q009066-e91853d0,chart_missing,What is the ratio of the total number of athletes from the China who did not bag medals to the total number of athletes from Ukraine who did not bag medals ?
q009069-37a239d9,fraction_flattened|chart_missing,If the ratio of expenditure on financial services in the year 2012 and 2015 are in the ratio 7 : 5. Then what is the ratio of expenditure on Transport in the ye
q009070-5059fb12,chart_missing,If the expenditure on financial services in 2012 is 2th of the expenditure on Agriculture in 2014. Then what is the approximately total expenditure on transport
q009071-1ab15e64,chart_missing,In every year there is an increase of 40% in total expenditure as compared to previous total expenditure then what is the ratio of total expenditure in 2015 to 
q009072-921dc8ae,chart_missing,"What is the ratio of number of boys applied for university A in 2011, 2013 and 2015 together to the number of girls applied for university B in 2012, 2014 and 2"
q009073-1cda2714,chart_missing,"What will be the difference between number of students applying for both the university in 2017, if the number of student applying for university A in 2017 is i"
q009074-d296cc9d,fraction_flattened|chart_missing,Total number of students applied for both university A and B in 2016 is how much percent more than the total number of students applied for both universities in
q009075-d8c6b1ca,chart_missing,What is the difference between the average number of students applied for both universities for the given years?
q009076-e1d43aa3,chart_missing,"For which year, the difference between number of student applied for both the universities is maximum."
q009077-686f6c11,chart_missing,"If the person visited Meena Bazar and Secretariat on Monday and Wednesday respectively, the time he takes to cross the river both ways on Wednesday is how many "
q009078-727137c8,chart_missing,What is the difference between the total time taken by the person while visiting and returning from BaraImambara on Monday and visiting the Janeshwar Park on Fr
q009079-93ba8bc3,chart_missing,"On which day, variation in speed of boat is maximum as compared to previous day?"
q009080-727b5dd6,chart_missing,What is the ratio of time spent on boat while going to Secretariat and Meena Bazar?
q009081-26fb8e6c,fraction_flattened|chart_missing,Distance covered on land while going to Janeshwar Park is what percent of distance covered on land while going to Secretariat? 10 10
q009087-8b2fb6ba,fraction_flattened|chart_missing,By about what percent total income from 2011 to 2013 is more than the total expenditure from 2013-2015 ? 1
q009088-bd110631,chart_missing,The total no. of science student in 2004 was 900 and that of commerce students in 2007 was 700. Find the diff b/w the total number of students in the college in
q009089-0a54163d,chart_missing,The average of numerical values of percentage of arts students is approximately how many times the average of numerical values of percentage of commerce student
q009093-c0ae3a45,chart_missing,Total number of students qualified in all the five exams is approximately what Percentage of the total students enrolled in all the five examination.
q009095-9fe6563b,chart_missing,What is the difference between the Percentage of students appeared for exam ‘B’to the Percentage of students appeared for exam ‘C’ Appearedstudents [Note:Percen
q009096-c323b004,chart_missing,"If in exam ‘A’ 25% of the students who enrolled for exam are female, then what is the number of males who qualified the exam A?"
q009097-873b8b01,chart_missing,"Out of the number of students who qualified the exam D, 22% of them disqualified due to malpractice, then find the total number of students who are not qualifie"
q009101-17b84cdb,fraction_flattened|chart_missing,"What is the ratio of the runs scored by Australia in Match 5, India in Match 2 and England in Match 3?"
q009102-fe9615f7,chart_missing,What is the average run scored by all the three teams in Match 2 together?
q009103-e6115b31,chart_missing,Ratio of number of male to female students in electrical discipline from college B is 16 : 9 and total professors from same college 100 and same branch is 9 % o
q009104-aea7e32c,fraction_flattened|chart_missing,If number of male student in civil branch from college D and male students in mechanical branch from college A are equal then what is the percentage of female s
q009105-c3606d40,chart_missing,If 20% of students in civil branch from college E are transferred to civil branch of college C then find the ratio of students in civil from college C to the to
q009106-58ca1b6b,chart_missing,Average of students in electrical branch from all colleges are what percent less/more than the average students in Civil branch from all colleges together ? (Ap
q009107-16e487e5,chart_missing,"If 20% of total students from College D are failed in yearly exam, 75% of total students are passed from college E in yearly exams then what will be total stude"
q009108-2e115de6,chart_missing,What is the ratio of student enrolled from institute B and C together to the student enrolled from institute A and E together? 95 83 120
q009110-845f12f5,chart_missing,What is the ratio between the average of students enrolled in swimming from all institutes to the average of students enrolled in Reading from all institutes? 1
q009111-41269182,chart_missing,"If ratio of girls to boys who like swimming form institute E is 14 : 13, then what is the number of girls who like swimming from institute E?"
q009112-b1f9e9d4,chart_missing,Students who are enrolled in reading hobby classes from institute B and E together are approximately what percent more or less than students enrolled for painti
q009113-80fb3328,chart_missing,What is difference between the average of rice produced by firm P and S in 2015 to the average of Rice produced by firm Q and T in the same year.
q009114-282dc6ba,chart_missing,What is the ratio of Rice produced by firm P and S in both year to the Rice produced by firm R in 2015 and firm T in 2016 together
q009118-99065cc0,chart_missing,"If the production of rice by India in the years 2003, 2004, 2005 and 2007 increase by 30%, 40%, 45% and 40% respectively, what will be the overall approximate p"
q009125-879d364b,chart_missing,If the growth rate of total production would have been 25% instead of 10% as given then what would have been the difference in the production ofarticle C and ar
q009126-fc8be2a3,chart_missing,"If the production of article D’ in 2003 is 4191MTmore than production of article A’ in 2001, and the growth rate of total production would have been same as per"
q009127-3c8fb600,chart_missing,The price of product D is Rs. 150 per metric tons in 2002. The sales revenue contributed by D in 2002 will be :
q009128-68da4086,chart_missing,Which product has the largest total production in all of the given years?
q009129-3cfe716d,chart_missing,The percentage increase in the production of C for the period 2000-2002 is:
q009132-a31909eb,chart_missing,"If out of the total number of students for all three specializations together in institute Q number of students having liking for Music, Painting and Cricket ar"
q009133-33aa8e83,chart_missing,"What is the ratio between total number of students in institute R to V, respectively?"
q009134-92ef2ab8,chart_missing,What is the difference between total number of students with IT specialization from all the institutes together and the total number of students with Mechanical
q009135-d484effe,stem_truncated|chart_missing,If the total number of student who are preparing for MBA exam in 2013 are 120 % more than and number of students who are preparing for
q009136-337b2ec7,fraction_flattened|chart_missing,Total number of students who are preparing for bank exam in 2015 is what percent more/less than the number of students who are preparing for SSC exam in the sam
q009137-95cf3817,chart_missing,If the ratio of number of students who are preparing for MBA exam in 2012 and number of students who are preparing for Bank exam in 2013 is 1:2. Then total numb
q009138-51c79eb3,stem_truncated|chart_missing,If the number of students who are preparing for Banking Exam in 3 2015 are 2 times of the number of students who are preparing for
q009139-30f88307,stem_truncated|chart_missing,If in every year there is an increase of 25% in total number of students as compared to previous year then what is the ratio of number of students who are prepa
q009142-0f0f4181,fraction_flattened|chart_missing,Total failed students in all three branches frominstitute S are what percent of total passed students in all three branches frominstitute T? 34
q009143-4e3a17e5,chart_missing,What is the difference between total failed students in Civil from instituteQ and S together and total passed students in Mechanical frominstitute U and V toget
q009144-b68cfa03,chart_missing,"Find the ratio of total students of Mechanical students from institutes R, S and T together to the failed students of Electronics branch frominstitutes P, Q and"
q009145-52baf770,fraction_flattened|chart_missing,"If total number of students in college B are 6400 and total 3 students in college E are 17 16 % more than total students in college B then, find the ratio of st"
q009149-a80752e2,fraction_flattened|chart_missing,Find the average of the number of students who play football and cricket from school C together if total number of students from 11 college C are 81 69 % of 690
q009152-98b59bf7,fraction_flattened,Total MI phones sold in 2013 is what percent of total Samsung phones sold in 2014? 149
q009155-eb1fa8fc,chart_missing,What is the total time taken by Rohan if he travels a distance of 18kms both ways in river 1 and 21 km downstream in River 4?
q009157-4e9a6018,chart_missing,"Banti uses an additional engine which can increase the speed of any boat by 20%. If Banti travels a distance of 40 km both ways in river 3, then find the ratio "
q009158-096d70a7,chart_missing,Vikas wants to cover a distance of 20 km both ways either in River 2 orin River 5. The boating charges per hour in River 2 is Rs. 5 and that in River 5 is Rs. 6
q009159-4efccf6c,chart_missing,A person travelled an equal distance both ways in River 4. Find his average speed for the whole trip?
q009160-98fcd0de,fraction_flattened|chart_missing,Scheme M offers simple interest at a certain rate of internet (per cent per annum). If the difference between the interest earned by Gaurav and Rishabh from sch
q009161-1a50d405,fraction_flattened|chart_missing,What is the respective ratio between total amount invested by Gaurav in schemes O and Q together and total amount invested by Rishabh in the same scheme togethe
q009162-e4284a76,fraction_flattened|chart_missing,"If scheme O offers compound interest (compounded annually) at 12% per annum, then what is the difference between interest earned by Gaurav and Rishabh from sche"
q009163-a0b4914c,fraction_flattened|chart_missing,Rishabh invested in scheme R for 4 yr. If scheme R offers simple interest at 7% per annum for the first two years and then compound interest at 10% per annum (c
q009164-67ccf745,fraction_flattened|chart_missing,Amount invested by Gaurav in scheme S is equal to the amount invested by him in scheme N. The rate of interest per annum of schemes S and N are same. The only d
q009168-8998c2a3,option_bleed,"What is the difference between average number of people who travelled by bus A on Tuesday, Wednesday and Thursday and average number of people who travelled by "
q009169-d6a075d8,option_bleed,If fare per person of Bus B is 90% of fare per person of Bus A on all days and difference between total fare of bus A and bus B on Monday is Rs. 1240 then find 
q009171-0ec88a13,option_bleed|chart_missing,In which of the following years was the difference between the profits earned by company B and company A maximum?
q009173-61349ca7,fraction_flattened|option_bleed|chart_missing,Highest total profit earned by all 3 companies together for any year is what percent of lowest total profit of all 3 companies togetherfor any year. 16
q009175-d0a8f69d,fraction_flattened|option_bleed|chart_missing,Profit percent for company A in 1999 is 2 % and profit percent for 50 company B in 2003 is 3 % and if profit percent is calculated on income then what is the ra
q009176-ae6cf826,fraction_flattened|chart_missing,"For which of the following combinations of company and year, the percentage increase in income from previous year is the maximum among all the given combination"
q009177-617a4fa3,fraction_flattened|chart_missing,Income of A in 2006 increases by 20% over the previous year and income of B in 2007 is x. Income of B is 2006 is 75% more than income of B in 1999 and income of
q009178-d90e324e,fraction_flattened|chart_missing,Average income of company A over all given years is what percent more or less than average of income of company B over all years? 50 2 80
q009179-c039dcf3,fraction_flattened|chart_missing,If profit percent earned by both companies in 2005 are equal and expenditure of B in 2005 is 40 lakh then expenditure of A in 2005 is what % more or less than e
q009180-93138bd1,chart_missing,"What is the ratio of average funds allotted to Karnataka in years 2002, 2004 and 2005 to the average funds allotted to Andhra Pradesh in 2001, 2003 and 2005 ?"
q009181-2fa7a847,chart_missing,Total funds allotted to these three states in 2002 is what percent less than the total funds allotted to the three states in 2005 ?
q009182-23d1fdd9,option_bleed|chart_missing,"If in 2006, the funds allotted to Maharashtra, Andhra Pradesh and Karnataka increased by 10%, 20% and 40% respectively as compared to 2005, then find the averag"
q009183-81114927,chart_missing,"Funds allotted to Maharashtra in 2001, 2002 and 2003 is what percent less/more than funds allotted to Karnataka in 2003, 2004 and 2005 ?"
q009184-46ab6a70,chart_missing,What is the average funds (in crore) allotted to the given three states in 2002 and 2005 ?
q009188-4bf4aed6,fraction_flattened,"What is the ratio of votes Polled from chandani chowk in 2012, 2013 and 2015 together to the votes polled from purani delhi in 2014, 2015, 2017 together."
q009190-0c3a60f2,fraction_flattened|chart_missing,What is the ratio of total sales of company G-Shock in 2012 and that of company Casio in 2014 together to the total sales of company Casio in 2012 and that of c
q009191-f17e7671,chart_missing,What is the difference between the sales of company G-Shock in 2017 and that of company Casio in 2017 if the sales of company G- Shock and Casio increase by 20%
