question_id,reasons,stem
q017550-086cb967,fraction_flattened,A invested 22 2% more than Z and B invested 20% less than Z. If the time period of investment is same for all and the difference of profit shares of A and B is 
q017591-5e0cc088,chart_missing,"If the import of a company in the year 2013 is 3.6 lakhs and the export of the company in the year 2015 is 2.4 lakhs, then find the ratio of export of the compa"
q017592-561007be,chart_missing,"If the import of a company in the year 2012 and the export of the company in the year 2014 is same, which is equal to 4.5 lakhs, then the export of the company "
q017593-1cab73c5,chart_missing,"Find the export of the company in the year 2016, if the import of the company in the year 2016 is 6.6 lakhs?"
q017594-668ee201,chart_missing,The export of the company in the year 2011 is 2.6 lakhs and the sum of the import of the company in the year 2011 and 2015 is 7.45 lakhs. Find the export of the
q017595-735354f1,chart_missing,"If in the year 2014, the import of the company is increased by 20 % but the export of the company is decreased by 25 %, then find the new ratio between the impo"
q017596-0a5a7305,chart_missing,Find the difference between the total number of voter id holders from Mumbai in the year 2013 and 2015 together to that of total number of voter id holders from
q017597-6080c53e,chart_missing,Find the ratio between the total number of voter id holders in the year 2015 to that of 2017 in both the cities together?
q017598-6875c22d,chart_missing,The total number of voter id holders in the year 2013 in both the cities together is approximately what percentage of total number of voter id holders in the ye
q017599-b6b0ab3a,chart_missing,"Find the average number of voter id holders in the year 2012, 2013, 2014 and 2015 together in Mumbai?"
q017600-078f43c1,chart_missing,The total number of voter id holders in Chennai in the year 2012 and 2017 together is approximately what percentage more/less than the total number of voter id 
q017609-dcf5f3f5,option_bleed,Total students in college A is approximately what percentage more/less than the total students in college C in all the given departments together?
q017614-4d88797e,chart_missing,Find the difference between the total number of employees working in all the given companies in the year 2012 to that in the year 2016?
q017615-eb4f494d,chart_missing,Find the ratio between the total number of employees of company P to that of company R in all the given years together?
q017616-8edbde0a,chart_missing,Total number of employees in company Q and S together in the year 2012 is approximately what percentage of total number of employees in company R and U together
q017617-dc764a8d,chart_missing,Find the average number of employees in the year 2014 in all the given companies together?
q017618-6a89e7d0,chart_missing,Total number of employees of company Q in all the given years together is approximately what percentage less than the total number of employees of company U in 
q017632-8e8e711b,option_bleed,She was very much engaged (A)/ in her office-work (B)/ when the thieves/ entered into her house and (C)/ took away a lot of things including expensive jewellery
q017649-d453d858,option_bleed,According to the passage how the Pata art in now a days is different from the earlier days?
q017650-82d750fd,option_bleed,As per the passage what is the traditional occupation of the Patua community?
q017716-4638f853,option_bleed,"According to the passage, how is the Pata art nowadays different from that of earlier days?"
q017751-b90be2c7,option_bleed,How does the youth have the ability to bring about a change in their country?
q017788-c1a953d4,option_bleed,According to the passage how the ancient Olympic Games differ from the modern ones?
q017797-ab604c76,option_bleed,"(i)Irish cuisine makes great used of potatoes, but ironically, the potato is not endemic to Ireland. (ii)After the visit team scored nine times, the home team’s"
q017828-a800a1de,option_bleed,Why did the author state that it was the favourable time to invest in Small Savings Scheme?
q017829-c1382739,option_bleed,What has been the contradiction stated in the passage given above?
q017838-6774c7ac,option_bleed,"[I] Some have supposed that in this passage seven teachers are named, others that there are only five, and various _____________ have been hazarded as to what p"
q017867-5a09f127,option_bleed,Why did The Alchemist go off in 1994?
q017940-f52bc77d,option_bleed,"Hoard (i) Uncle Jack loves to hoard stuff, filling his house with useless objects. (ii) Digging in her garden, she uncovered a hoard of gold dating back to the "
q017954-117318b0,option_bleed,"Quell (i) When I visited the local park, a quell darted near the pond and pecked with its beak at the bread crumbs lying around. (ii) “There is no comparison be"
q017955-df8f997f,option_bleed,"Revel (i) During the wedding reception, the happy couple appeared to revel in their new marital status. (ii) In just a few days, thousands of people will go dow"
q017962-0bf3ae0a,option_bleed,"Willing (i) Well, any mother-in-law who isn't willing to baby-sit her own grandchildren isn't much of a grandmother. (ii) The leader lost in the election mostly"
q017967-7ad8fa71,option_bleed,"Stationery (i) When the train engineer realized there was a stationery car on the tracks, he tried to stop the locomotive's engine. (ii) A choice was easily mad"
q017973-0ab10bbc,option_bleed,Duel (i) That marriage lacked the duel significance it should have had. (ii) The two men were ready to duel to the death and wouldn’t consider cancelling the sh
q017975-fe634ae1,option_bleed,ANTICS (i) Because the antics of the political candidates are so disturbing I will not be voting for any of them. (ii) My younger son never tires of watching th
q018041-529f8625,option_bleed,He __________ the identities of new visitors and stopped any hawker who would _____ into the building during the quiet afternoons.
q018054-4231a528,stem_too_short,
q018058-bcfda4f5,option_bleed,24 Which of the following statements is true about the 1956’s pilot model of the computer?
q018061-8a5b75b1,option_bleed,Used books are a dime a dozen and it is difficult to sell them.
q018066-a555348c,option_bleed,"49 With just three months left in state assembly elections, Rashtriya Swayamsevak Sangh (RSS) Sarsanghchalak Dr Mohan Rao Bhagwat will be on a 10-day _______of "
q018068-440614bb,option_bleed,"All six writers (A)/ who made it to the finals (B)/ of the Booker’s prize (C)/ are from the UK, (D)/ the US, and Canada."
q018070-4a94ffa1,option_bleed,"53 According to the passage, which of the following statements supports the ‘Tactile beauty’ term for the work done by S Saravanan?"
q018071-cc31fa48,stem_too_short,_________ priority.
q018072-89401112,option_bleed,The high level of asset prices today ____________the earlier trend in house prices.
q018075-0083c2db,option_bleed,The Partition and the (A) /bloodletting who accompanied (B) /our Independence take up(C)/ many of the(D) /energy of our founders.(E)
q018081-24a351a2,option_bleed,is proposed (A)/the transaction (B)/ equity and debt (C)/ to be financed (D)/ by a mix of (E)
q018083-82df5954,option_bleed,.In what way has strategic autonomy been ridiculed by some of the commentators?
q018086-ecd5b5f1,option_bleed,"The witness ______________ the suspect as short, dark-skinned and bearded"
q018087-d0a34a58,option_bleed,"Seeing that she is very tired, I walked out of the room and let her sleep."
q018088-0859b5a7,option_bleed,How are youths described as fighters in the passage?
q018089-33ff7be8,stem_too_short,number
q018097-df6112da,option_bleed,97 (I)The exact nature of black holes continues to _________ scientists. (II)The exam questions were made so as to ____________ you completely.
q018099-c123473c,option_bleed,Which of the following options is true according to the passage?
q018101-e9130acb,option_bleed,augmented menu will (A)/ the restaurant’s (B)/ and increase its profits (C)/ Ideally (D)/ expand its customers (E)/
q018109-0a42dc37,option_bleed,"[I] The interviewer asked me to _________ my potential contributions to the company. [II] When I get nervous, it is very hard for me to ___________ my thoughts."
q018114-cfce59d5,option_bleed,We had to be going lickety-split in order to reach our destination on time.
q018117-e8a1fe72,stem_too_short,
q018121-3c23ded6,option_bleed,149 How were the deaths of the farmers attributed by the local police initially?
q018122-467250f3,stem_too_short,
q018124-476f9a46,option_bleed,All the respondents should express their _______________views in this questionnaire.
q018125-19fd348a,option_bleed,153 It seems like they all turned a blind eye to the fact that they were creating something truly terrible.
q018130-61f6f709,stem_too_short|option_bleed,rearrangement?
q018153-9b665f32,option_bleed,Which of the following options best explain the meaning of ‘missives’?
q018161-4466dfc5,option_bleed,"India’s law governing motor vehicles and transport is archaic, lacking the provisions necessary to manage fast motorisation. The lacunae in the Motor Vehicles A"
q018162-7aae08d6,option_bleed,The menace of migratory politics highlighted in the politics of citizens’ registers began in the colonial era when the British attempted to import labour for th
q018163-5b8eb635,option_bleed,"Indians are indignant that US President Donald Trump seeks to curtail the number of H-1B visas, and the scope to work of H-1B visa-holders’ spouses. Indians, on"
q018170-a2ff8138,option_bleed,Journalism needs to come up with alternative words and terms to describe such horrendous attacks on people. The time has come for journalists to drop these cloa
q018171-0a2541b3,option_bleed,Experts opine that India has a solar rooftop power potential of up to 400 GW. The way ahead is to have institutional channel partners to rev up rooftop capacity
q018172-53c59080,option_bleed,burn the candle at both ends
q018173-abcd539a,option_bleed,Back to the drawing board
q018236-b5b2f5ff,option_bleed,"According to the passage, what will be the impact of sanctioning by U.S. on India? (I) India’s economy will suffer. (II) Import of oil will be easily available "
q018328-57b6513e,option_bleed,We have not been (I)/ given a chance to compete (II)/ in spite of we (III)/ can supply the (IV)/ best cost-effective solution. (V)
q018330-7da96bd1,option_bleed,"Arguably, a conversation with persons; permeate divided societies; might well be strangers in traditional environments contributes a great deal; the ironing out"
q018331-e17c955b,option_bleed,Shimla was in the news recently; the last week of May this summer; the hill town experienced acute water shortage; water almost dried up in the Nauti-Khad strea
q018332-8d71b6c4,option_bleed,The latest rankings of Global Illicit Trade Environment Index; their lack of automation in their systems; Austria ranked highly in three of the four main catego
q018333-62b26934,option_bleed,"The government raised social expenditure through its employment guarantee scheme, which, together with a construction boom, raised wages in the informal sector."
q018334-31001382,option_bleed,"(____________). The Great Depression discredited the idea that economies were basically self-correcting, and the following decades saw the development of Keynes"
q018337-1c9915d5,option_bleed,"The People’s Democratic Party, ________________________ when it won 32 of the 47 seats. At his party’s first rally on August 4, Mr. Tobgay touted the 8% GDP gro"
q018338-7849c5f6,option_bleed,"The newly appointed Governor of Jammu and Kashmir, Satya Pal Malik is the first politician to be appointed to the position in over half a century. _____________"
q018339-e2e5f0d5,option_bleed,"A special SIT court on Monday sentenced two more persons to life imprisonment, while acquitting three others in the 2002 Godhra train burning case in which 59 H"
q018340-2037f0d8,option_bleed,A Delhi court has acquitted two members of the erstwhile Dal Khalsa in a case of hijacking of a Delhi-Srinagar Indian Airlines flight to Lahore in 1981. Five pe
q018348-2c98261c,option_bleed,(A) The nature of threats is such that they continue to evolve all the time.
q018349-9ca97134,option_bleed,"(A) A number of viruses, malware and cryptoworms are also being developed in the JavaScript, which gives the attackers cross- platform options."
q018350-afd1f608,option_bleed,(A) Funding varies with the political climate: there will be money to buy equipment but no certainty that resources will flow for all the years needed to ensure
