question_id,reasons,stem
q017251-e3c172bf,fraction_flattened|chart_missing,Average number of cricket players in ‘N’ and ‘X’ sports Academy together is how much more/less than the average number of Football players in ‘K’ and ‘Y’ sports
q017252-6094ddd6,fraction_flattened|chart_missing,Number of males playing cricket in ‘N’ sports Academy is 40% more than the number of females playing same game in same sports Academy & males playing cricket in
q017253-8c15d7ec,fraction_flattened|chart_missing,14 7 % of football players left sports Academy ‘L’ & joined sports Academy ‘M’. Find the new ratio of cricket players in sports Academy ‘M’ to Football players 
q017254-1a8de53c,fraction_flattened|chart_missing,If ratio of male to Female players in sports Academy ‘X’ playing cricket is 1 : 2 and ratio of female to male playing same game in sports Academy ‘L’ is 3 : 4 t
q017255-fefe5a44,chart_missing,If total student in 6th class in school SVM is 20% of total student then find difference of student in 6th class in both school?
q017256-47fc84e8,fraction_flattened|chart_missing,If boys in school RPM in 8th class is 125 then girls in 8th class are what percent of total student in same school?
q017257-6613df8d,chart_missing,If ratio of students in class 10th of school SVM to that of school RPM is 1 : 2 then students in class 10th in SVM is what percent total student in school?
q017258-282f7469,chart_missing,Find the average no. of students in class 8th and 9th of school SVM if percentage distribution is same as school RPM?
q017259-c3fe7c1e,chart_missing,If total girls in school RPM is 600 then total boys in school RPM is what percent of total student in SVM?
q017260-1a5949da,fraction_flattened|chart_missing,Total number of students in school A and C together in year 2014 is what percent more or less than the total number of students in school A and E together in ye
q017261-7eed340d,chart_missing,What is the ratio of average number of shirts sold by A and B together in year 2014 to average number of shirts sold by same stores together year 2016.
q017262-6c2f27c0,fraction_flattened|chart_missing,"In school D, there are 55% girls in year 2014 and 62 2% girls in year 2016. Number of boys in school D in both the year is approximately what percent of the tot"
q017263-edc9073b,chart_missing,"Find the difference between the average of the number of students in school A, B and C in year 2016 and the average of the number of students in school B, C and"
q017264-4507614b,chart_missing,"Find the average of the number of students in both the years in school B, C and D."
q017265-1d1a14d3,fraction_flattened|chart_missing,Defective cars sold by shops Y & K together are how much more/less than total non-defective cars sold by shop Z?
q017266-dd58e231,fraction_flattened|chart_missing,Non-defective cars sold by shop X is approximately what percent of defective cars sold by shop K?
q017267-7d6f1c49,fraction_flattened|chart_missing,Find the average number of defective cars sold by all the shops together?
q017268-139b50b6,fraction_flattened|chart_missing,Find the ratio between rd of cars sold by shop X & K together to total non-defective cars sold by 3 shop Y & Z together?
q017269-258db380,fraction_flattened|chart_missing,"If 25% of defective cars sold by shop Y are returned back to the same shop, then find total cars which are sold (defective and non-defective) by shop Y?"
q017270-1a0f6acc,chart_missing,Find the sum of total calls received by male in company A & D together and calls received by female in company B & E together?
q017271-5d9732db,chart_missing,Find difference between total calls received by male in company C & E together and total calls received by female in company D?
q017272-0b4ebbcf,chart_missing,Find ratio between total calls received by female in company A to total calls received by male in company B?
q017273-34a986c8,chart_missing,"Total calls received in company F is 60 % more than total calls received by female in company A. If out of total calls received in company F, 75% calls received"
q017274-88de3095,chart_missing,"Find total number of calls received by male in company A, C & E together?"
q017275-19de4d43,chart_missing,What is the discount% on article B.
q017276-66e8372c,chart_missing,If mark price of article C is 200% above cost price then find the profit % an selling article C.
q017277-41639ded,chart_missing,On article E shopkeeper earn 50 Rs. which is 20% of C.P. what is the difference between cost price and mark price of article.
q017278-f868b78c,chart_missing,Mark price of article D is 264 Rs. If profit is 30 Rs. then find the profit % on it.
q017279-265c3986,chart_missing,Article A has cost of 200 Rs. if mark price is 80% above cost price then find value of discount on it.
q017280-95598a15,chart_missing,If Ratio of male and female come in PVR theatre to watch movies is 4 : 7. Then find the difference between number of male to number of female come in PVR theatr
q017281-7877717d,chart_missing,"‘Cinema’ theatre shows three movies. 25% of person watch Padmavat, 3 % of person watch padman and remaining watch ‘College Diaries’. Find the average number of "
q017282-da51fb4b,chart_missing,3 % of the person came in DT cinema bought popcorn. 3 % of the person bought pepsi and remaining person bought both the items. Find the total number of person w
q017283-32780df6,chart_missing,Find the difference between the person who visit Cinema and DT theatre together to the person who visit LIVE & INOX theatre together?
q017285-f2acdac4,fraction_flattened|chart_missing,If total number of packets distributed in city X is 33 3 % more than that of total unconsumed packets in the city C and total 35% people consumed packets in cit
q017286-d601c3cf,chart_missing,Find the ratio of difference between consumed food packets in city A & E to the difference between consumed food packets in the city B & D?
q017287-d8f24ef7,chart_missing,"55% of total consumed food packets in city C are consumed by male, then find total food packets consumed by female in same city is approximately what percent of"
q017288-981c0f88,chart_missing,"Find the sum of number of unconsumed food packets in city A, B, C & E?"
q017289-cf577c0b,chart_missing,"If total food packets distributed by Kerala government in all cities including these five cities is 925% more than total food packet consumed in city C, then fi"
q017290-73e6e477,chart_missing,A man took loan from ICICI and HDFC loan offers in the ratio of 6 : 5 respectively . If he pay total Rs.14640 as interest at the end of 2 year. Then find the to
q017292-5e31d6a6,fraction_flattened|chart_missing,Ram compare the interest rate of HDFC and Axis bank and then choose the lower rate for its 7 loan. But by mistake he confused in bank name and at end of loan te
q017293-ea659c3e,chart_missing,If loan borrowed from PNB and SBI is same then what is the ratio of amount paid at the end of 3 years to banks.
q017294-2ef3aade,chart_missing,What is the difference of the Interest paid by a borrower when he borrowed Rs 80000 from ICICI and Axis both to that from SBI and HDFC after 2 years ?
q017295-70e0d652,chart_missing,No. of questions asked in shift 1 from SI & CI is what percent of no. of questions asked from time and work in the same shift?
q017296-2ba09379,chart_missing,Find the average no. of questions asked from all the given sections in shift 2.
q017297-90dc1df4,chart_missing,What is the ratio of no. of questions asked from profit & loss and percentage together in shift 1 to the questions asked from profit & loss and time & work toge
q017298-fcf9f312,chart_missing,What is the difference between total no. of questions asked in both shifts from all the given sections together?
q017299-5db0f289,fraction_flattened|chart_missing,Total no. of questions asked from DI in shift 2 are what percent less than that of DI in shift 1? 2
q017300-5bd5b45e,chart_missing,Total number of females in HR and Marketing department together is how much more/less than total number of females in Finance and Accounts department together.
q017301-4282e890,chart_missing,Total number of employees in Accounts department is what percent more/less than total number of employees in HR department?
q017302-6aaeff0e,chart_missing,"Total number of males in Content department is 25% more than total number of males in Marketing department, while total number of females in Content department "
q017303-bedb12cf,chart_missing,Total number of employees in Accounts department is how much more than total number of females in HR and Marketing department together?
q017304-85bedf94,chart_missing,There is one typist per five employees in a department. Find total number of typist in all four departments together?
q017307-2ab955cf,fraction_flattened,The difference of the number of male applications from city P and female applications from city R is what percent more or less than the difference of the number
q017308-f7be857b,fraction_flattened,The number of applicants from another city T is 37 2 % more than the average number of applicants from these four cities and the ratio of male to female applica
q017310-e428bff9,chart_missing,"40% people who like comedy movies are female which is 20% less than the females who like Romantic movies, then find the number of males who like romantic movies"
q017311-7cee132f,chart_missing,What is the difference in the number of people who like comedy and Action movies together to the people who like Sci fi and Drama movies together?
q017312-540b9276,chart_missing,"Find the average number of people who likes Scifi, Drama and Action movies together?"
q017313-a756191a,chart_missing,"35% of people who like Sci fi movies are males which is equal to the number of females who like Drama movies, then find the ratio of females who like Sci fi mov"
q017314-061137b2,fraction_flattened|chart_missing,Number of people who like Comedy and Scifi movies together is what percent of the people who don’t like Romantic movies.
q017320-9bea3adf,fraction_flattened,Total people speaking Hindi in that village is what percent of number of females in that village?
q017321-043cab82,fraction_flattened,Find the difference between average number of females speaking Hindi and Dogri together and the females speaking local language?
q017322-d5da6b8d,fraction_flattened,75% of males speaking local language are doing agriculture while remaining of males are doing job and business in the ratio of 4 : 3. Then number of males doing
q017323-4cc07019,fraction_flattened,Find ratio between females speaking local language to the total number of males speaking Hindi and females speaking Dogri together ?
q017324-e7fcc8b5,fraction_flattened,Find the average of females speaking Hindi and Dogri language together and the males who do not speak local language?
q017327-65d4981c,fraction_flattened,Total number of boys like M.S. Dhoni & Virat Kohli together is what percent more than total number of girls like M.S. Dhoni & Virat Kohli together? 8
q017328-98ba306c,fraction_flattened,In school ‘Y’ number of boys like M.S. Dhoni and Virat Kolhi is 133 3 % & 175% more than total number of girls like M.S. Dhoni & Virat Kolhi in school ‘X’ respe
q017340-f5db67c2,fraction_flattened,Shyam goes to his office which is 96 km away from his home. He walks 12 2% of total journey and remaining distance covered by running. He walks at the speed of 
q017349-c368f941,context_missing,"A train A moving with a speed of 80 m/s crosses another train B moving with speed of 65 m/s 2 in same direction in 36 3 sec. At the same time, train A crosses a"
q017356-1584517a,fraction_flattened,Milk and Mango Juice are mixed in the ratio of 2 : 3. Naturally there is 90% water in milk and 80% water in mango juice. Now 10 liters of water is poured into t
q017358-13465335,fraction_flattened,A vessel contains 240 l mixture of milk & water in the ratio of 5 : 3. 64l of mixture taken out from vessel and 14 l water is added to the remaining mixture. If
q017366-ec6301cb,fraction_flattened,A shopkeeper sells every item at the profit of Rs. 42. If the SP of a bat is Rs. 322 & cost price of a ball is Rs.105. Find the overall profit% earned on sellin
q017369-374e0c02,fraction_flattened,A shopkeeper wants to sell one article at a profit of 20% and another article at a profit of 14 7 % such that selling price of both the article is same. Find th
q017370-059e605f,fraction_flattened,"Anurag buys an old laptop for Rs. 17500 and spends Rs. 2,500 for its repair. He is not satisfied from his laptop and sells the laptop at Rs. 22,500. Find his pr"
q017371-19f56749,fraction_flattened,The selling price of 8 articles is equal to cost price of 12 article. Find the profit percent on selling one article?
q017374-4b57c082,fraction_flattened,P and Q each sold an article at equal price. P sold article at 10% profit and Q sold at 16 3 % loss. P calculates profit percent on selling price whereas Q calc
q017380-ffb262d5,fraction_flattened,A and B together can complete a piece of work in 36 days but the efficiency of B is 33 3% less than efficiency of A. Find in how many days ‘B’ alone can complet
q017408-841a363a,fraction_flattened,Sri invested Rs 650 more than Rimi in scheme A for the same time period and Sri got 62 2 % more profit than Rimi from that scheme. Then find the sum of amount i
q017409-c8f47de7,fraction_flattened,A invested 22 1 2% more than Z and B invested 20% less than Z. If the time period of investment is same for all and the difference of profit shares of A and B i
q017419-5792e5ba,fraction_flattened,"A man invested an amount of Rs. 12000 in a scheme offering compound interest at rate of 10% 1 for first year, 12 2% for second year and 20% for remaining time. "
q017420-6b6f9d63,fraction_flattened,"A man invested 4 of his saving at 16 2 3 % p.a. simple interest, half of remaining savings at 8% p.a. C.I for 2 years and the remaining amount of savings of Rs."
q017421-708b15b8,fraction_flattened,An amount of (P + 3000) is invested on C.I. at the rate (R + 2)% for two years. If total interest obtained on principal is 56 1 4% then find the value of R.
q017453-bcb87678,fraction_flattened,A train of length 360 m is travelling at a speed of 54 km/hr Quantity I : Find the time take by train to cross a pole the publishing house | No. 1 APP for Banki
